Timestamp,HR,BR,Temp,Posture
13:15.4,66,19.3,32.3,96
13:16.4,66,18.9,32.3,96
13:17.4,65,18.6,32.3,96
13:18.4,64,18.4,32.3,96
13:19.4,63,18.2,32.3,96
13:20.4,63,18.1,32.3,96
13:21.4,62,18.1,32.3,96
13:22.4,61,18.5,32.3,96
13:23.4,63,18.8,32.3,96
13:24.4,64,19.1,32.3,96
13:25.4,63,19.1,32.3,96
13:26.4,63,18.9,32.3,96
13:27.4,64,18.8,32.3,95
13:28.4,63,18.7,32.3,95
13:29.4,63,18.6,32.3,95
13:30.4,63,18.6,32.3,94
13:31.4,62,18.6,32.3,94
13:32.4,62,18.7,32.4,95
13:33.4,63,18.8,32.4,94
13:34.4,63,18.9,32.4,94
13:35.4,62,18.7,32.4,94
13:36.4,64,18.5,32.4,95
13:37.4,66,18.2,32.4,95
13:38.4,65,18.1,32.4,94
13:39.4,63,17.6,32.4,94
13:40.4,64,17.2,32.4,94
13:41.4,64,16.9,32.4,94
13:42.4,64,16.9,32.4,95
13:43.4,65,17.1,32.4,95
13:44.4,65,17.3,32.4,94
13:45.4,64,17.6,32.4,94
13:46.4,66,18,32.4,95
13:47.4,71,18.3,32.4,95
13:48.4,73,18.5,32.4,95
13:49.4,71,18.8,32.4,95
13:50.4,70,18.5,32.4,95
13:51.4,71,18.4,32.4,95
13:52.4,71,18.2,32.4,95
13:53.4,68,18.1,32.4,95
13:54.4,68,17.7,32.4,95
13:55.4,71,17.3,32.4,95
13:56.4,70,17,32.4,94
13:57.4,71,17.1,32.4,94
13:58.4,70,17.2,32.4,94
13:59.4,67,17.3,32.4,94
14:00.4,64,17.3,32.4,94
14:01.4,62,17.2,32.4,93
14:02.4,61,16.9,32.4,93
14:03.4,60,16.8,32.4,94
14:04.4,62,16.8,32.4,94
14:05.4,63,16.8,32.4,94
14:06.4,64,16.7,32.4,94
14:07.4,64,16.9,32.4,94
14:08.4,66,17,32.4,94
14:09.4,66,17.1,32.4,94
14:10.4,67,17.4,32.4,94
14:11.4,68,17.6,32.4,93
14:12.4,67,18.2,32.4,93
14:13.4,66,18.9,32.4,93
14:14.4,65,19.5,32.4,93
14:15.4,63,20,32.4,93
14:16.4,65,20.5,32.4,93
14:17.4,65,21.1,32.4,93
14:18.4,69,21.7,32.4,93
14:19.4,73,22.2,32.4,93
14:20.4,74,22.6,32.4,93
14:21.4,70,22.8,32.4,93
14:22.4,67,22.9,32.4,93
14:23.4,63,23,32.4,93
14:24.4,61,23.1,32.4,93
14:25.4,60,23,32.4,93
14:26.4,60,22.9,32.4,93
14:27.4,60,23,32.4,93
14:28.4,60,23.1,32.4,93
14:29.4,60,23.2,32.4,93
14:30.4,60,23.1,32.4,94
14:31.4,61,22.9,32.4,94
14:32.4,61,23.1,32.4,95
14:33.4,62,23.5,32.4,96
14:34.4,62,23.9,32.4,96
14:35.4,62,24.2,32.4,96
14:36.4,62,24.4,32.4,96
14:37.4,62,24.6,32.4,96
14:38.4,65,24.5,32.4,96
14:39.4,68,24.3,32.4,96
14:40.4,68,24,32.4,96
14:41.4,70,23.6,32.4,96
14:42.4,71,23.3,32.4,96
14:43.4,69,23,32.4,95
14:44.4,66,22.2,32.4,94
14:45.4,66,21.5,32.4,93
14:46.4,65,21,32.4,93
14:47.4,65,20.9,32.4,93
14:48.4,66,20.8,32.4,93
14:49.4,68,20.8,32.4,93
14:50.4,69,20.9,32.4,94
14:51.4,68,20.9,32.4,94
14:52.4,67,20.8,32.4,95
14:53.4,69,20.7,32.4,96
14:54.4,68,20.6,32.4,96
14:55.4,65,20.5,32.4,96
14:56.4,66,20.3,32.4,96
14:57.4,67,20.2,32.4,96
14:58.4,66,20.1,32.4,96
14:59.4,66,19.4,32.4,96
15:00.4,67,18.7,32.4,97
15:01.4,72,18.3,32.4,98
15:02.4,72,17.9,32.4,98
15:03.4,69,17.5,32.4,98
15:04.4,66,17.3,32.4,98
15:05.4,63,17.1,32.4,98
15:06.4,62,16.9,32.4,98
15:07.4,64,16.5,32.4,98
15:08.4,67,16.2,32.4,98
15:09.4,71,16,32.4,98
15:10.4,70,15.8,32.4,96
15:11.4,67,15.6,32.4,96
15:12.4,64,15.5,32.4,96
15:13.4,62,15.4,32.4,96
15:14.4,62,15.1,32.4,96
15:15.4,64,14.8,32.4,96
15:16.4,65,14.6,32.4,96
15:17.4,67,14.6,32.4,96
15:18.4,70,14.5,32.4,96
15:19.4,72,14.5,32.4,96
15:20.4,72,14.4,32.4,96
15:21.4,70,14.4,32.4,95
15:22.4,69,14.4,32.4,95
15:23.4,67,14.4,32.4,94
15:24.4,66,14.4,32.4,93
15:25.4,65,14.3,32.4,92
15:26.4,65,14.3,32.4,91
15:27.4,65,14.3,32.4,91
15:28.4,64,14.3,32.4,90
15:29.4,63,14.3,32.4,90
15:30.4,63,14.2,32.4,90
15:31.4,66,14.1,32.4,90
15:32.4,68,14,32.5,90
15:33.4,67,14,32.5,90
15:34.4,65,14.1,32.5,90
15:35.4,64,14.2,32.5,90
15:36.4,63,14.2,32.5,91
15:37.4,63,14.3,32.5,91
15:38.4,64,14.4,32.5,92
15:39.4,65,14.5,32.5,93
15:40.4,67,14.6,32.5,94
15:41.4,70,14.8,32.5,95
15:42.4,71,14.8,32.5,96
15:43.4,71,14.9,32.5,96
15:44.4,71,15,32.5,96
15:45.4,70,14.9,32.5,96
15:46.4,70,14.8,32.5,96
15:47.4,71,14.6,32.5,96
15:48.4,70,14.5,32.5,96
15:49.4,69,14.5,32.5,96
15:50.4,68,14.2,32.5,96
15:51.4,69,13.9,32.5,96
15:52.4,69,13.7,32.5,96
15:53.4,68,13.6,32.5,96
15:54.4,67,13.9,32.5,96
15:55.4,68,14.1,32.5,96
15:56.4,67,14.3,32.5,96
15:57.4,64,14.4,32.5,96
15:58.4,63,14.5,32.5,96
15:59.4,63,14.6,32.5,96
16:00.4,64,14.7,32.5,96
16:01.4,63,14.7,32.5,96
16:02.4,63,14.7,32.5,96
16:03.4,63,14.7,32.5,96
16:04.4,64,14.8,32.5,96
16:05.4,68,14.9,32.5,96
16:06.4,70,15,32.5,96
16:07.4,70,15.1,32.5,96
16:08.4,68,15.2,32.5,96
16:09.4,67,15.1,32.5,96
16:10.4,67,15.1,32.5,96
16:11.4,66,15,32.5,96
16:12.4,66,15.1,32.5,96
16:13.4,67,15.2,32.5,96
16:14.4,67,15.3,32.5,96
16:15.4,65,15.3,32.5,96
16:16.4,65,15.3,32.5,96
16:17.4,68,15.1,32.5,97
16:18.4,71,15,32.5,97
16:19.4,74,14.9,32.5,96
16:20.4,76,14.7,32.5,95
16:21.4,78,14.5,32.5,96
16:22.4,79,14.4,32.5,96
16:23.4,79,14.2,32.5,96
16:24.4,79,14.1,32.5,96
16:25.4,79,14,32.5,96
16:26.4,77,13.9,32.5,96
16:27.4,73,13.4,32.5,96
16:28.4,71,13,32.5,96
16:29.4,68,12.6,32.5,96
16:30.4,66,12.3,32.5,96
16:31.4,65,12.1,32.5,96
16:32.4,64,12.1,32.5,96
16:33.4,66,12.1,32.5,96
16:34.4,66,12.2,32.5,96
16:35.4,64,12.2,32.5,96
16:36.4,63,12.3,32.5,96
16:37.4,63,12.4,32.5,96
16:38.4,65,12.6,32.5,96
16:39.4,66,12.7,32.5,96
16:40.4,67,12.8,32.5,96
16:41.4,66,12.9,32.5,96
16:42.4,64,12.6,32.5,96
16:43.4,63,12.1,32.5,97
16:44.4,62,11.7,32.5,98
16:45.4,62,11.4,32.5,98
16:46.4,62,11.4,32.5,98
16:47.4,65,11.3,32.5,99
16:48.4,67,11.2,32.5,99
16:49.4,67,11.2,32.5,99
16:50.4,67,11.1,32.5,99
16:51.4,66,11.1,32.5,99
16:52.4,65,11.1,32.5,99
16:53.4,64,11,32.5,99
16:54.4,64,10.9,32.5,99
16:55.4,66,10.8,32.5,99
16:56.4,66,10.7,32.5,99
16:57.4,66,10.6,32.5,99
16:58.4,66,10.6,32.5,99
16:59.4,66,10.6,32.5,99
17:00.4,67,10.7,32.5,99
17:01.4,67,10.7,32.5,99
17:02.4,65,11,32.5,99
17:03.4,65,11.2,32.5,99
17:04.4,65,11.4,32.5,99
17:05.4,64,11.5,32.5,99
17:06.4,65,12.2,32.5,99
17:07.4,67,12.7,32.5,99
17:08.4,67,13.1,32.5,99
17:09.4,65,13.7,32.5,99
17:10.4,66,14.5,32.5,99
17:11.4,65,15.1,32.5,99
17:12.4,65,15.6,32.5,99
17:13.4,64,16,32.5,99
17:14.4,64,16.1,32.5,99
17:15.4,66,16,32.5,99
17:16.4,66,15.9,32.5,99
17:17.4,66,15.9,32.5,99
17:18.4,65,15.8,32.5,99
17:19.4,64,15.8,32.5,99
17:20.4,64,15.6,32.5,99
17:21.4,65,15.3,32.5,98
17:22.4,65,15.1,32.5,99
17:23.4,71,15,32.5,98
17:24.4,74,15,32.5,98
17:25.4,73,14.9,32.5,98
17:26.4,72,14.9,32.5,98
17:27.4,74,15,32.5,98
17:28.4,75,15.1,32.5,98
17:29.4,75,15.2,32.5,98
17:30.4,72,15.4,32.5,98
17:31.4,68,15.5,32.5,97
17:32.4,64,15.5,32.6,97
17:33.4,65,15.3,32.6,97
17:34.4,68,15.2,32.6,97
17:35.4,69,15,32.6,97
17:36.4,71,14.9,32.6,98
17:37.4,71,14.7,32.6,99
17:38.4,72,14.4,32.6,100
17:39.4,75,14.3,32.6,101
17:40.4,77,14.2,32.6,102
17:41.4,80,14.1,32.6,95
17:42.4,82,14.1,32.6,87
17:43.4,82,14.1,32.6,91
17:44.4,81,14.1,32.6,93
17:45.4,82,14.2,32.6,92
17:46.4,82,14.3,32.6,91
17:47.4,80,14.3,32.6,91
17:48.4,79,14.7,32.6,91
17:49.4,78,15,32.6,93
17:50.4,80,15.2,32.6,94
17:51.4,81,15.4,32.6,95
17:52.4,80,15.5,32.6,95
17:53.4,77,15.6,32.6,96
17:54.4,75,15.7,32.6,96
17:55.4,74,15.8,32.6,96
17:56.4,72,15.8,32.6,96
17:57.4,71,15.7,32.6,96
17:58.4,72,15.6,32.6,96
17:59.4,70,15.6,32.6,96
18:00.4,67,15.4,32.6,96
18:01.4,67,15.2,32.6,96
18:02.4,68,15.1,32.6,96
18:03.4,67,14.9,32.6,96
18:04.4,66,14.9,32.6,96
18:05.4,68,14.9,32.6,96
18:06.4,72,14.9,32.6,96
18:07.4,73,14.9,32.6,95
18:08.4,72,14.9,32.6,95
18:09.4,71,14.9,32.6,95
18:10.4,69,14.9,32.6,95
18:11.4,68,14.7,32.6,95
18:12.4,68,14.4,32.6,95
18:13.4,67,14.2,32.6,95
18:14.4,67,14,32.6,94
18:15.4,67,14.1,32.6,95
18:16.4,68,14.2,32.6,95
18:17.4,68,14.2,32.6,95
18:18.4,68,14.5,32.6,95
18:19.4,69,14.7,32.6,95
18:20.4,70,14.9,32.6,95
18:21.4,70,15.6,32.6,95
18:22.4,71,16.1,32.6,95
18:23.4,70,16.6,32.6,95
18:24.4,68,17.2,32.6,95
18:25.4,66,17.7,32.6,95
18:26.4,65,18.1,32.6,95
18:27.4,65,18.7,32.6,95
18:28.4,67,19.2,32.6,95
18:29.4,68,19.6,32.6,95
18:30.4,68,19.9,32.6,95
18:31.4,67,20.2,32.6,95
18:32.4,67,20.3,32.6,95
18:33.4,67,20.3,32.6,95
18:34.4,67,20.4,32.6,95
18:35.4,69,20.5,32.6,95
18:36.4,70,20.6,32.6,95
18:37.4,68,20.7,32.6,95
18:38.4,67,20.7,32.6,95
18:39.4,68,20.6,32.6,95
18:40.4,69,20.5,32.6,94
18:41.4,68,20.5,32.6,94
18:42.4,67,20.3,32.6,94
18:43.4,69,20.1,32.6,94
18:44.4,69,19.9,32.6,94
18:45.4,68,19.7,32.6,94
18:46.4,69,19.3,32.6,93
18:47.4,69,19,32.6,93
18:48.4,70,19.1,32.6,93
18:49.4,70,19.1,32.6,93
18:50.4,70,19.4,32.6,93
18:51.4,71,19.6,32.6,93
18:52.4,71,20.1,32.6,93
18:53.4,71,20.6,32.6,93
18:54.4,68,21.3,32.6,93
18:55.4,66,22.1,32.6,93
18:56.4,66,22.7,32.6,93
18:57.4,65,23.2,32.6,93
18:58.4,64,23.6,32.6,93
18:59.4,63,23.9,32.6,93
19:00.4,63,24.2,32.6,93
19:01.4,64,24.4,32.6,93
19:02.4,65,24.6,32.6,93
19:03.4,67,24.6,32.6,93
19:04.4,69,24.6,32.6,93
19:05.4,69,24.7,32.6,93
19:06.4,68,24.6,32.6,93
19:07.4,68,24.6,32.6,93
19:08.4,68,24.5,32.6,93
19:09.4,65,24.5,32.6,93
19:10.4,64,24.3,32.6,93
19:11.4,64,24.1,32.6,93
19:12.4,65,24,32.6,93
19:13.4,65,23.6,32.6,93
19:14.4,66,23,32.6,93
19:15.4,66,22.6,32.6,93
19:16.4,65,22.2,32.6,93
19:17.4,64,21.7,32.6,93
19:18.4,64,21.2,32.6,93
19:19.4,65,20.7,32.6,93
19:20.4,68,20.4,32.6,93
19:21.4,72,20.1,32.6,93
19:22.4,74,19.8,32.6,93
19:23.4,75,19.7,32.6,93
19:24.4,75,19.7,32.6,93
19:25.4,75,19.7,32.6,93
19:26.4,73,19.8,32.6,93
19:27.4,74,19.9,32.6,93
19:28.4,73,20,32.6,93
19:29.4,73,20.6,32.6,93
19:30.4,73,21,32.6,93
19:31.4,73,21.4,32.6,93
19:32.4,73,21.6,32.8,93
19:33.4,73,21.8,32.8,93
19:34.4,71,22,32.8,92
19:35.4,67,22.1,32.8,91
19:36.4,65,22.1,32.8,91
19:37.4,65,22.1,32.8,91
19:38.4,66,22,32.8,91
19:39.4,67,22,32.8,90
19:40.4,69,21.8,32.8,90
19:41.4,71,21.6,32.8,90
19:42.4,72,21.4,32.8,90
19:43.4,71,21.1,32.8,90
19:44.4,70,20.6,32.8,91
19:45.4,73,20.3,32.8,91
19:46.4,72,20,32.8,91
19:47.4,70,19.4,32.8,91
19:48.4,71,19,32.8,91
19:49.4,71,18.7,32.8,92
19:50.4,69,18.6,32.8,92
19:51.4,70,18.7,32.8,92
19:52.4,71,18.9,32.8,93
19:53.4,73,19.3,32.8,94
19:54.4,76,19.5,32.8,94
19:55.4,77,20.1,32.8,95
19:56.4,79,20.5,32.8,95
19:57.4,81,20.9,32.8,96
19:58.4,80,21.2,32.8,96
19:59.4,77,21.4,32.8,95
20:00.4,73,21.6,32.8,94
20:01.4,70,21.7,32.8,94
20:02.4,70,21.7,32.8,94
20:03.4,72,21.7,32.8,94
20:04.4,72,21.7,32.8,94
20:05.4,72,21.7,32.8,94
20:06.4,73,21.6,32.8,94
20:07.4,75,21.5,32.8,94
20:08.4,75,21.4,32.8,94
20:09.4,70,21.2,32.8,94
20:10.4,68,20.8,32.8,94
20:11.4,67,20.5,32.8,94
20:12.4,66,20.3,32.8,94
20:13.4,65,19.7,32.8,94
20:14.4,65,18.8,32.8,94
20:15.4,67,18.1,32.8,94
20:16.4,67,17.5,32.8,94
20:17.4,66,17,32.8,94
20:18.4,67,16.4,32.8,95
20:19.4,68,15.7,32.8,95
20:20.4,69,15.2,32.8,95
20:21.4,69,14.7,32.8,95
20:22.4,69,14.4,32.8,95
20:23.4,70,14.1,32.8,95
20:24.4,70,13.8,32.8,95
20:25.4,69,13.4,32.8,95
20:26.4,70,13,32.8,95
20:27.4,70,12.6,32.8,95
20:28.4,70,12.3,32.8,95
20:29.4,70,12.3,32.8,95
20:30.4,71,12.3,32.8,95
20:31.4,72,12.3,32.8,95
20:32.4,71,12.3,32.8,95
20:33.4,70,12.5,32.8,95
20:34.4,70,12.8,32.8,95
20:35.4,71,13,32.8,95
20:36.4,70,13.1,32.8,95
20:37.4,70,13.3,32.8,94
20:38.4,71,13.5,32.8,94
20:39.4,72,13.7,32.8,94
20:40.4,72,14.1,32.8,94
20:41.4,74,14.4,32.8,94
20:42.4,74,14.7,32.8,93
20:43.4,73,15.1,32.8,93
20:44.4,73,15.5,32.8,94
20:45.4,72,15.9,32.8,93
20:46.4,71,16.2,32.8,93
20:47.4,70,16.4,32.8,93
20:48.4,69,16.4,32.8,93
20:49.4,70,16.3,32.8,93
20:50.4,72,16.3,32.8,93
20:51.4,72,16.2,32.8,93
20:52.4,73,16.2,32.8,93
20:53.4,73,15.8,32.8,93
20:54.4,75,15.4,32.8,93
20:55.4,76,15.1,32.8,93
20:56.4,76,14.9,32.8,93
20:57.4,74,14.6,32.8,93
20:58.4,74,14.2,32.8,93
20:59.4,75,13.9,32.8,93
21:00.4,74,13.7,32.8,93
21:01.4,72,13.6,32.8,93
21:02.4,72,13.7,32.8,93
21:03.4,74,13.8,32.8,93
21:04.4,74,13.9,32.8,93
21:05.4,74,14,32.8,93
21:06.4,73,13.8,32.8,93
21:07.4,73,13.6,32.8,93
21:08.4,75,13.3,32.8,93
21:09.4,76,13.1,32.8,93
21:10.4,75,13,32.8,93
21:11.4,72,12.9,32.8,93
21:12.4,70,12.8,32.8,93
21:13.4,69,12.2,32.8,93
21:14.4,72,11.8,32.8,93
21:15.4,74,11.4,32.8,93
21:16.4,75,11.1,32.8,93
21:17.4,74,10.9,32.8,93
21:18.4,72,10.7,32.8,93
21:19.4,70,10.6,32.8,93
21:20.4,70,10.2,32.8,93
21:21.4,72,9.9,32.8,93
21:22.4,75,9.7,32.8,93
21:23.4,78,9.5,32.8,93
21:24.4,77,9.6,32.8,92
21:25.4,77,9.9,32.8,92
21:26.4,77,10.2,32.8,92
21:27.4,75,10.5,32.8,87
21:28.4,73,10.8,32.8,83
21:29.4,72,11,32.8,77
21:30.4,71,11.4,32.8,83
21:31.4,72,11.7,32.8,83
21:32.4,73,11.9,32.8,82
21:33.4,75,12.1,32.8,83
21:34.4,75,12.2,32.8,83
21:35.4,76,12.3,32.8,83
21:36.4,77,12.4,32.8,83
21:37.4,78,12.4,32.8,83
21:38.4,79,12.4,32.8,83
21:39.4,80,12.4,32.8,83
21:40.4,80,12.3,32.8,83
21:41.4,81,12.3,32.8,83
21:42.4,83,12.3,32.8,83
21:43.4,85,12.3,32.8,83
21:44.4,84,12.3,32.8,83
21:45.4,81,12.3,32.8,86
21:46.4,78,12.1,32.8,93
21:47.4,76,12,32.8,100
21:48.4,75,11.9,32.8,102
21:49.4,76,11.8,32.8,103
21:50.4,79,11.8,32.8,105
21:51.4,85,12.1,32.8,110
21:52.4,84,12.3,32.8,111
21:53.4,85,12.4,32.8,112
21:54.4,87,12.5,32.8,112
21:55.4,88,12.6,32.8,112
21:56.4,88,12.7,32.8,112
21:57.4,84,12.8,32.8,112
21:58.4,81,12.5,32.8,112
21:59.4,77,12.3,32.8,112
22:00.4,72,12.1,32.8,112
22:01.4,67,12,32.8,112
22:02.4,66,12.2,32.8,112
22:03.4,66,12.4,32.8,112
22:04.4,66,12.5,32.8,111
22:05.4,66,12.6,32.8,111
22:06.4,68,12.7,32.8,112
22:07.4,72,12.7,32.8,112
22:08.4,73,12.7,32.8,112
22:09.4,72,12.7,32.8,111
22:10.4,67,12.8,32.8,111
22:11.4,64,12.8,32.8,111
22:12.4,65,12.8,32.8,111
22:13.4,66,12.8,32.8,112
22:14.4,65,12.8,32.8,112
22:15.4,64,12.9,32.8,112
22:16.4,64,13.2,32.8,112
22:17.4,65,13.4,32.8,112
22:18.4,64,13.6,32.8,112
22:19.4,64,13.8,32.8,111
22:20.4,64,14.1,32.8,111
22:21.4,64,14.3,32.8,111
22:22.4,64,14.7,32.8,111
22:23.4,64,15.2,32.8,111
22:24.4,65,15.6,32.8,111
22:25.4,64,15.9,32.8,111
22:26.4,63,16,32.8,112
22:27.4,64,16,32.8,112
22:28.4,68,15.9,32.8,111
22:29.4,70,15.9,32.8,111
22:30.4,71,15.8,32.8,111
22:31.4,70,15.8,32.8,111
22:32.4,71,15.5,32.8,111
22:33.4,74,15.2,32.8,111
22:34.4,75,15,32.8,111
22:35.4,73,14.9,32.8,111
22:36.4,71,14.9,32.8,111
22:37.4,71,14.9,32.8,111
22:38.4,69,14.9,32.8,111
22:39.4,66,15,32.8,111
22:40.4,67,15,32.8,111
22:41.4,68,15.1,32.8,111
22:42.4,68,15.1,32.8,111
22:43.4,67,15.2,32.8,110
22:44.4,67,15.1,32.8,110
22:45.4,70,15,32.8,110
22:46.4,70,14.9,32.8,110
22:47.4,69,14.8,32.8,110
22:48.4,70,14.8,32.8,111
22:49.4,70,14.8,32.8,111
22:50.4,69,14.8,32.8,111
22:51.4,67,15,32.8,111
22:52.4,67,15.4,32.8,111
22:53.4,67,15.7,32.8,111
22:54.4,66,15.9,32.8,111
22:55.4,65,15.8,32.8,111
22:56.4,67,15.6,32.8,111
22:57.4,68,15.4,32.8,111
22:58.4,68,15.3,32.8,111
22:59.4,67,15.2,32.8,111
23:00.4,68,15.2,32.8,111
23:01.4,70,15.3,32.8,111
23:02.4,68,15.3,32.8,111
23:03.4,65,15.2,32.8,111
23:04.4,65,15.1,32.8,112
23:05.4,68,15,32.8,112
23:06.4,69,15,32.8,111
23:07.4,70,14.9,32.8,112
23:08.4,71,14.9,32.8,111
23:09.4,71,14.8,32.8,111
23:10.4,74,14.6,32.8,111
23:11.4,76,14.3,32.8,111
23:12.4,78,14,32.8,111
23:13.4,75,13.8,32.8,111
23:14.4,74,13.8,32.8,111
23:15.4,73,14,32.8,111
23:16.4,70,14.1,32.8,111
23:17.4,66,14.2,32.8,111
23:18.4,64,14.3,32.8,111
23:19.4,63,14.3,32.8,111
23:20.4,63,14.2,32.8,111
23:21.4,64,14,32.8,111
23:22.4,67,13.8,32.8,112
23:23.4,70,13.6,32.8,111
23:24.4,71,13.5,32.8,111
23:25.4,69,13.4,32.8,111
23:26.4,67,12.9,32.8,111
23:27.4,68,12.5,32.8,111
23:28.4,68,12.2,32.8,111
23:29.4,67,12.2,32.8,111
23:30.4,66,12.2,32.8,111
23:31.4,68,12.3,32.8,111
23:32.4,68,12.4,32.9,112
23:33.4,66,12.4,32.9,111
23:34.4,64,12.5,32.9,111
23:35.4,63,12.5,32.9,111
23:36.4,64,12.4,32.9,112
23:37.4,66,12.1,32.9,111
23:38.4,68,11.9,32.9,111
23:39.4,67,11.7,32.9,111
23:40.4,66,11.6,32.9,111
23:41.4,64,11.5,32.9,111
23:42.4,63,11.4,32.9,111
23:43.4,62,11.3,32.9,111
23:44.4,62,11.3,32.9,111
23:45.4,61,11.2,32.9,111
23:46.4,61,11.2,32.9,111
23:47.4,61,11.2,32.9,111
23:48.4,61,11.2,32.9,111
23:49.4,61,11.1,32.9,111
23:50.4,61,11.1,32.9,111
23:51.4,62,11.1,32.9,111
23:52.4,62,11.1,32.9,111
23:53.4,63,10.9,32.9,111
23:54.4,66,10.8,32.9,111
23:55.4,69,10.6,32.9,111
23:56.4,69,10.5,32.9,111
23:57.4,66,10.6,32.9,111
23:58.4,66,10.7,32.9,111
23:59.4,67,10.8,32.9,111
24:00.4,65,10.9,32.9,111
24:01.4,65,11.1,32.9,111
24:02.4,67,11.3,32.9,111
24:03.4,69,11.5,32.9,112
24:04.4,71,11.6,32.9,111
24:05.4,71,11.7,32.9,111
24:06.4,70,11.7,32.9,111
24:07.4,71,11.6,32.9,111
24:08.4,71,11.5,32.9,112
24:09.4,69,11.4,32.9,111
24:10.4,67,11.7,32.9,112
24:11.4,69,12,32.9,112
24:12.4,69,12.2,32.9,111
24:13.4,67,12.3,32.9,111
24:14.4,66,12.8,32.9,112
24:15.4,67,13.2,32.9,112
24:16.4,68,13.5,32.9,111
24:17.4,67,13.7,32.9,111
24:18.4,66,13.8,32.9,111
24:19.4,67,13.8,32.9,111
24:20.4,69,13.8,32.9,111
24:21.4,68,13.8,32.9,111
24:22.4,65,13.8,32.9,111
24:23.4,63,13.8,32.9,111
24:24.4,65,13.7,32.9,111
24:25.4,65,13.7,32.9,111
24:26.4,64,13.7,32.9,111
24:27.4,63,13.6,32.9,111
24:28.4,65,13.5,32.9,111
24:29.4,65,13.5,32.9,111
24:30.4,65,13.5,32.9,111
24:31.4,65,13.4,32.9,111
24:32.4,64,13.4,33,111
24:33.4,63,12.9,33,111
24:34.4,63,12.5,33,111
24:35.4,63,12.2,33,111
24:36.4,63,12.1,33,111
24:37.4,64,12.1,33,111
24:38.4,65,12.1,33,111
24:39.4,65,12.1,33,111
24:40.4,65,12,33,110
24:41.4,65,12,33,111
24:42.4,64,11.9,33,111
24:43.4,64,11.7,33,111
24:44.4,64,11.6,33,111
24:45.4,63,11.5,33,111
24:46.4,62,11.4,33,110
24:47.4,64,11.4,33,111
24:48.4,68,11.5,33,110
24:49.4,72,11.6,33,110
24:50.4,74,11.6,33,109
24:51.4,74,11.7,33,109
24:52.4,75,11.9,33,109
24:53.4,74,12,33,109
24:54.4,72,12.1,33,109
24:55.4,72,12.4,33,109
24:56.4,72,12.7,33,109
24:57.4,71,12.9,33,109
24:58.4,68,13.1,33,109
24:59.4,68,13.5,33,109
25:00.4,68,13.8,33,109
25:01.4,67,14,33,109
25:02.4,66,14.3,33,109
25:03.4,65,14.5,33,109
25:04.4,66,14.7,33,109
25:05.4,66,14.8,33,109
25:06.4,63,15,33,109
25:07.4,63,14.7,33,109
25:08.4,64,14.5,33,109
25:09.4,64,14.4,33,109
25:10.4,64,14.2,33,109
25:11.4,64,14.3,33,109
25:12.4,66,14.3,33,109
25:13.4,68,14.3,33,109
25:14.4,67,14.3,33,109
25:15.4,65,14.3,33,109
25:16.4,65,14,33,109
25:17.4,66,13.8,33,109
25:18.4,64,13.7,33,109
25:19.4,62,13.6,33,109
25:20.4,61,13.6,33,109
25:21.4,62,13.7,33,109
25:22.4,61,13.7,33,109
25:23.4,61,13.8,33,109
25:24.4,61,14.3,33,109
25:25.4,64,14.6,33,109
25:26.4,67,14.9,33,109
25:27.4,65,15.2,33,109
25:28.4,64,15.4,33,108
25:29.4,63,15.6,33,109
25:30.4,62,15.7,33,109
25:31.4,62,15.7,33,109
25:32.4,62,15.5,33,109
25:33.4,62,15.4,33,109
25:34.4,62,15.3,33,109
25:35.4,62,15.3,33,109
25:36.4,62,15.2,33,109
25:37.4,62,15.2,33,109
25:38.4,62,15.1,33,109
25:39.4,62,14.8,33,109
25:40.4,63,14.6,33,109
25:41.4,63,14.5,33,109
25:42.4,62,14.3,33,109
25:43.4,63,14.4,33,109
25:44.4,65,14.5,33,109
25:45.4,69,14.6,33,109
25:46.4,70,14.7,33,109
25:47.4,67,14.8,33,109
25:48.4,65,14.5,33,109
25:49.4,66,14.3,33,109
25:50.4,65,14.2,33,109
25:51.4,62,14.1,33,109
25:52.4,61,14.1,33,109
25:53.4,63,14.2,33,109
25:54.4,62,14.3,33,109
25:55.4,61,14.3,33,108
25:56.4,62,14.3,33,108
25:57.4,65,14.1,33,108
25:58.4,67,14.1,33,108
25:59.4,68,14,33,109
26:00.4,67,13.9,33,108
26:01.4,66,13.9,33,108
26:02.4,65,13.8,33,108
26:03.4,64,13.6,33,108
26:04.4,65,13.3,33,108
26:05.4,66,13,33,108
26:06.4,65,12.8,33,108
26:07.4,65,12.8,33,108
26:08.4,66,12.9,33,108
26:09.4,65,13,33,108
26:10.4,65,13.2,33,108
26:11.4,65,13.4,33,108
26:12.4,64,13.7,33,108
26:13.4,66,14.3,33,108
26:14.4,68,14.7,33,108
26:15.4,67,15,33,108
26:16.4,66,15.2,33,108
26:17.4,68,15.3,33,108
26:18.4,69,15.3,33,108
26:19.4,67,15.4,33,108
26:20.4,66,15.3,33,108
26:21.4,66,15.1,33,108
26:22.4,66,14.9,33,108
26:23.4,66,14.7,33,108
26:24.4,66,15.2,33,108
26:25.4,66,15.7,33,108
26:26.4,65,16,33,108
26:27.4,65,16.2,33,108
26:28.4,65,16.3,33,108
26:29.4,64,16.3,33,109
26:30.4,63,16.4,33,108
26:31.4,62,16.5,33,109
26:32.4,63,16.5,33,109
